,Date,Tweets
87,2019-02-11 22:12:54,C’mon @Qantas. We’ve been on the ground for 35 minutes. Where are our bags? #fail #exhausted #justwanttogohome #qantas
88,2019-02-11 21:50:43,#Qantas has expanded its range of credit cards with the new Qantas Premier Titanium. It offers a 20% bonus on status credits for Qantas flights booked through the card and has a $1200 annual fee. More details: https://t.co/4GIQPIURO4 #frequentflyerpoints #qantaspoints https://t.co/LtPjFt4RJw
89,2019-02-11 19:40:57,#Qantas seeking slice of frequent buyers' card https://t.co/5WNp6MUgIB
90,2019-02-11 19:29:15,The overhead bin wars continue with stricter enforcement of carry-on bags. Read more on the blog. https://t.co/bTk9Rs6Nhz  #AirTravel #AustraliaTravel #Qantas https://t.co/bK0J3aQxbx
91,2019-02-11 18:37:30,"It's too early to be heading back to the airport 😳 Coffee, you're going to be my best friend today  #work #travel #coffee #MELSYD #Qantas"
92,2019-02-11 17:55:31,I loved this museum  planes on a grand scale. #Qantas the story of how an airline grew because of the tyranny of distance.  Australia has such vast spaces there were those who needed to find ways to deliver the mail and so an #airline grew. https://t.co/ISpP2HGiOg https://t.co/c1W8Pa7l3W
93,2019-02-11 12:44:06,@maureenchuck1 @MichaelPascoe01 @Qantas @VirginAustralia @cathaypacific That’s just #ridiculous ... and #Cathaypacific provides way better #service too! #qantas #expensive #average #whybother
94,2019-02-11 11:08:36,"As good as it always is to travel, it’s even better to be heading home #FeelsLikeHome #Qantas #QF2 https://t.co/S60DKpkaDC"
95,2019-02-11 10:58:19,Mega plane Monday: One of Qantas’ last Rolls Royce powered Boeing 747-400’s (VH-OJS) waits at the gate for her next service... @qantas qantas_sydney #qantas sydneyairport boeinglovers… https://t.co/LCgX8VHPls
96,2019-02-11 09:41:09,So very proud of my grandson. He is working towards becoming a pilot and is a maths whizz. Exciting watching his journey and I know that he will be a great role model for others #qantas #aeif #indigenouseducation #indigenousX https://t.co/E5gjuk1EuV
97,2019-02-11 09:30:59,"The Australian Government, however, has been smuggling people - in orange lifeboats, in #ADF ships &amp; planes; on #Qantas flights, etc. #auspol https://t.co/lRA0EOcy8o"
98,2019-02-11 09:05:22,That #Airbus factory in Wales was hitting some rough air before even #Brexit.. would say its future is petty much over #A380 #Wales #Qantas https://t.co/wXlOkFQ8sg
99,2019-02-11 07:21:54,@Qantas - Some Feedback on our latest (&amp; disappointing) experience. #qantas https://t.co/3CVpxpPH5X
100,2019-02-11 07:06:01,#takemehome #qantas @ Melbourne Airport https://t.co/qf7Akf59g1
101,2019-02-11 06:18:58,Thank you for the upgrade #Qantas #businessclass #melbournetoperth #flyingkangaroo https://t.co/bKhEB7EGIN
102,2019-02-11 05:46:27,#Qantas Signs New Distribution Agreement with #Amadeus https://t.co/Uw1jIMNFrw
